NCT_Number,PMID
NCT02766036,[31023272]
NCT02766361,[28351410]
NCT02766465,"[33836889, 39471440]"
NCT02766608,"[30220648, 35815359]"
NCT02766816,[31235374]
NCT02767713,"[28985195, 33892653]"
NCT02767804,"[29506392, 34473194]"
NCT02767882,[33105245]
NCT02767934,[32692850]
NCT02768792,[34474164]
NCT02769572,[28404609]
NCT02769832,[39144826]
NCT02770040,[39236736]
NCT02770157,[34397702]
NCT02770261,[31307833]
NCT02770378,"[31222722, 34959641, 38396172]"
NCT02770508,[39151647]
NCT02770716,"[33657294, 37302573, 37801553]"
NCT02770807,[39152028]
NCT02770885,[34473645]
NCT02771093,[31562608]
NCT02771197,[37379271]
NCT02771210,"[33220702, 34730795, 35578245]"
NCT02771405,[29727383]
NCT02771626,[39462179]
NCT02771782,[30919883]
NCT02772198,"[31882377, 32152221]"
NCT02772289,"[29499740, 32586366]"
NCT02772640,[28697767]
NCT02772965,[37004887]
NCT02773173,"[30944044, 32506481]"
NCT02773238,"[31142507, 31364397, 33027064, 34172602, 35267535, 35387421, 36048266, 37244360]"
NCT02773407,"[28969659, 32991678]"
NCT02773459,[31312030]
NCT02773524,[36814222]
NCT02773641,[32769643]
NCT02773849,[38704840]
NCT02773966,"[31072314, 33183307]"
NCT02774005,[38428428]
NCT02774187,[31070690]
NCT02774460,"[30265168, 37039792]"
NCT02774993,[34128838]
NCT02775370,"[33995600, 36734294]"
NCT02775435,"[30280635, 32599071, 32914866, 34661177, 37183528, 38642841]"
NCT02775539,[32368692]
NCT02775591,[32761955]
NCT02775617,[29985978]
NCT02775773,[38873634]
NCT02775903,"[34933333, 34972214, 38883163]"
NCT02775929,[30657642]
NCT02776059,[36267499]
NCT02776605,[35675590]
NCT02776748,[27676257]
NCT02777229,"[31339676, 33010241, 33355914, 37851566]"
NCT02777359,[31211145]
NCT02777580,"[37439219, 39689189]"
NCT02777931,"[35690720, 37120522]"
NCT02777970,[30782886]
NCT02778399,[32505383]
NCT02778841,[33583253]
NCT02778867,[36863390]
NCT02778880,[30592476]
NCT02779114,[38297524]
NCT02779634,[34826125]
NCT02779764,[38363463]
NCT02779855,"[33219014, 36759673]"
NCT02780115,"[34643894, 34855038]"
NCT02780141,[38363463]
NCT02780167,"[31577341, 33795561, 33954933, 34175862, 34406619, 35061234, 35462428, 35763326, 35933552, 37949351, 37988255, 38081155, 38888681, 38896380, 39104653]"
NCT02780570,"[28975040, 30121613]"
NCT02780609,[33023948]
NCT02780687,[38102226]
NCT02780726,[38363463]
NCT02780921,[27927660]
NCT02781064,[33627334]
NCT02781558,[29958855]
NCT02781571,[29886154]
NCT02781584,[34999207]
NCT02781610,"[34933824, 35466039]"
NCT02781649,[29507971]
NCT02781727,[34272849]
NCT02781792,[35601970]
NCT02782104,"[32818917, 37558912]"
NCT02782169,[30095762]
NCT02782351,[35338773]
NCT02782663,[34968730]
NCT02782741,"[34800399, 37036722, 37559825, 38184428, 39035044]"
NCT02782858,[34240656]
NCT02783222,[32758299]
NCT02783482,[34305948]
NCT02783573,"[27767991, 29181490, 31764959]"
NCT02783690,[37696281]
NCT02783729,"[31880796, 33590823, 35254948, 36472134, 39120786]"
NCT02783833,[32239164]
NCT02784171,"[36841541, 39186030]"
NCT02784444,"[31697972, 36801448]"
NCT02784821,[33479274]
NCT02785107,[28188586]
NCT02785549,"[28808771, 34183510]"
NCT02785666,"[30107485, 30107494, 31533734, 32761122, 33823783, 35404384]"
NCT02785913,[31158500]
NCT02785952,"[34264316, 37084329]"
NCT02786108,[29063494]
NCT02786537,"[34255381, 35657133]"
NCT02786875,[28114909]
NCT02786927,[29227727]
NCT02787005,[39134652]
NCT02787044,"[29909156, 33275134, 37707817, 38583091]"
NCT02787070,[34710363]
NCT02787278,[31721277]
NCT02787304,[32234329]
NCT02787551,"[34894329, 35257461]"
NCT02787590,[31594876]
NCT02787707,[28243404]
NCT02787876,[34010932]
NCT02788045,[33010242]
NCT02788071,"[29980607, 34000958]"
NCT02788227,[36725433]
NCT02788279,"[31003911, 35856081, 36310331, 37741832]"
NCT02788474,"[30167310, 31326319, 33902584]"
NCT02788513,[36709275]
NCT02788786,"[29859084, 30611255]"
NCT02788864,[29110709]
NCT02789254,"[31817795, 37587502]"
NCT02789332,[33098995]
NCT02789657,[34086171]
NCT02789982,"[31703570, 35404227]"
NCT02790138,"[36988594, 39025255]"
NCT02790580,"[34928481, 35699834]"
NCT02790632,[30014184]
NCT02790957,[32485785]
NCT02790996,"[32293527, 34843669]"
NCT02791230,"[32524297, 33070419, 34923848, 37434378, 37943223, 38932583]"
NCT02791490,[30609212]
NCT02791516,[33677928]
NCT02792192,[36803840]
NCT02792218,"[32757523, 35266417, 35841716, 39018512]"
NCT02792231,"[32757523, 35266417, 35841716, 39018512]"
NCT02792257,[34629131]
NCT02792842,[32965539]
NCT02793128,"[32631491, 32670424, 33677615, 34915741, 39561384]"
NCT02793193,[29713909]
NCT02793622,"[30910321, 32772921, 33272281, 33738485, 34864925, 35876164, 38947035, 39418986]"
NCT02794168,[31937347]
NCT02794285,"[36369793, 37706527]"
NCT02794402,[38027106]
NCT02794792,[31606880]
NCT02794857,[39457678]
NCT02795260,[39736611]
NCT02795390,[35236375]
NCT02795429,[38617599]
NCT02795676,[37940383]
NCT02795767,"[31697801, 33512413, 35939785]"
NCT02795949,"[28601833, 38215770]"
NCT02795988,"[33879458, 39028916]"
NCT02796105,[30927417]
NCT02796677,[30962681]
NCT02796833,[37081524]
NCT02796898,[32924093]
NCT02797067,"[29096689, 35085482]"
NCT02797119,"[29490682, 29490690, 36243576]"
NCT02797132,[30686767]
NCT02797249,[30400937]
NCT02797431,[29515037]
NCT02797548,[39217573]
NCT02797587,[35930287]
NCT02797808,[30768407]
NCT02797821,"[32987199, 33822385]"
NCT02797964,[37120671]
NCT02798211,[35428722]
NCT02798237,[30119697]
NCT02798406,[37188783]
NCT02798744,[35441435]
NCT02798952,[30118633]
NCT02799095,[39567211]
NCT02799147,[33845259]
NCT02799212,[30139340]
NCT02799368,"[28982378, 32734238]"
NCT02799472,[38279363]
NCT02799602,"[30197098, 35179323, 35656777, 37812679, 38644146, 39527466]"
NCT02799745,"[35708696, 38635932]"
NCT02799784,"[29094315, 32026389]"
NCT02799901,[34088741]
NCT02800642,[33556381]
NCT02801032,[33033800]
NCT02801071,"[28274276, 32676980]"
NCT02801578,[30254130]
NCT02801669,"[32865374, 35416910, 36056729, 37839434, 38240204]"
NCT02801695,[39638148]
NCT02802137,[27913991]
NCT02802345,[31914963]
NCT02802501,[37236221]
NCT02802540,[29550881]
NCT02802657,[35795633]
NCT02802813,"[31888643, 31900172]"
NCT02802865,[30683591]
NCT02802943,[39660140]
NCT02802969,[31693621]
NCT02803203,[32463456]
NCT02803827,"[35418412, 39052715]"
NCT02804490,[33693468]
NCT02804581,[30112005]
NCT02804594,[33675156]
NCT02804750,"[34335465, 39305441]"
NCT02804763,"[34897375, 36453450]"
NCT02805426,[32143721]
NCT02805660,[36890020]
NCT02805790,[36562873]
NCT02805907,[33154023]
NCT02806284,"[28069358, 35704795]"
NCT02806349,[28687934]
NCT02806375,[32325461]
NCT02806895,[36494591]
NCT02806908,[36494591]
NCT02806947,[31738834]
NCT02807064,[28270216]
NCT02807467,[28710219]
NCT02807558,[36477975]
NCT02807636,[37954037]
NCT02807727,[38864969]
NCT02807844,[38721402]
NCT02807870,[36306807]
NCT02807883,[34914826]
NCT02807922,"[30591073, 36534165]"
NCT02808104,[29557078]
NCT02808429,[35967104]
NCT02808767,"[27576777, 29154813]"
NCT02808871,"[31515704, 36075242]"
NCT02808975,[34406349]
NCT02809079,[30258442]
NCT02809131,[36960716]
NCT02810132,[32770520]
NCT02810444,[36383294]
NCT02810457,[34264503]
NCT02810704,"[31926776, 35260464, 36303136, 37977307]"
NCT02810782,[31691849]
NCT02811263,"[33888528, 34144032, 35830641, 37019334, 37418263, 38006967, 38360261, 38984984]"
NCT02811497,[32753546]
NCT02812654,"[28546135, 33798613]"
NCT02812706,"[32975869, 36433829]"
NCT02812771,[33026753]
NCT02812992,[30021548]
NCT02813070,[28181118]
NCT02813278,[28102199]
NCT02813330,[33537564]
NCT02813434,[39648884]
NCT02813551,[30303905]
NCT02813655,[31915040]
NCT02813694,"[31560372, 33964925]"
NCT02813785,[38751442]
NCT02813967,[34351356]
NCT02814123,[31974099]
NCT02814175,[38288922]
NCT02814409,[39424558]
NCT02814643,[30510434]
NCT02814838,[37409229]
NCT02814916,[36476623]
NCT02815319,[33057999]
NCT02815709,[30881102]
NCT02815995,[35934010]
NCT02816125,[27687127]
NCT02816138,"[30192444, 35002791]"
NCT02816164,[32325257]
NCT02816476,[32108228]
NCT02816736,"[32641226, 34730769, 35772853]"
NCT02816944,[36415178]
NCT02817204,[31718666]
NCT02817477,[27829367]
NCT02817503,[32527283]
NCT02817555,[28717516]
NCT02817828,"[37023457, 38904165]"
NCT02817841,[37023457]
NCT02818582,[33709142]
NCT02818985,[29149146]
NCT02818998,[35412227]
NCT02819141,[35578315]
NCT02819479,[35426830]
NCT02819505,[28349262]
NCT02819518,"[33278935, 35857659, 38070159, 39266535]"
NCT02819570,[32407901]
NCT02819596,[36809050]
NCT02819635,"[32092309, 35644166, 36464141, 36571701, 36645051, 36790041, 37296268, 37490069, 37683686, 37942921, 38010661]"
NCT02819739,[31576438]
NCT02819921,[39019875]
NCT02819960,[39104721]
NCT02820324,[31162798]
NCT02820844,[34292493]
NCT02820857,[29258812]
NCT02820987,[34768176]
NCT02821182,[28137295]
NCT02821520,[35223882]
NCT02821546,[34655014]
NCT02821832,[29528048]
NCT02822053,[27974691]
NCT02822066,[31410175]
NCT02822144,[31154292]
NCT02822443,[27881113]
NCT02822599,[35305111]
NCT02822625,[34044838]
NCT02822729,[34495425]
NCT02822742,[32572719]
NCT02822898,[28520883]
NCT02823028,"[31934869, 32501274]"
NCT02823080,[29132339]
NCT02823145,"[34768178, 35640431]"
NCT02823574,[37022706]
NCT02823899,[34218960]
NCT02824029,[31508518]
NCT02824133,[38813112]
NCT02824198,"[31464558, 33626291]"
NCT02824432,[32200533]
NCT02824458,"[31699150, 32508029, 34033974]"
NCT02825628,[36682096]
NCT02825836,[33896333]
NCT02826200,"[32756984, 35548439, 35915181, 36168113]"
NCT02826486,[32451495]
NCT02826603,"[30334147, 32365251, 34870789, 35305260, 36334236]"
NCT02827708,"[32998732, 33660198, 36056351]"
NCT02828020,"[31800988, 33608814, 34874514, 35468729, 36125279]"
NCT02828358,"[36725118, 38867582]"
NCT02828540,[31651889]
NCT02828566,[32300671]
NCT02829034,[29531764]
NCT02829268,[34185708]
NCT02829320,[31306555]
NCT02829346,[27455842]
NCT02829918,[32352498]
NCT02829944,[31923061]
NCT02830243,[30336856]
NCT02830360,"[38649085, 39555820]"
NCT02830633,[29682715]
NCT02830919,[33468249]
NCT02831023,[29422384]
NCT02831088,"[30005644, 36065810]"
NCT02831283,[33646153]
NCT02831608,[34459211]
NCT02831673,[30420123]
NCT02831764,[30420123]
NCT02831816,[32131912]
NCT02831855,"[34103405, 35667900, 36526796, 36534208, 36600185, 36601090, 36931693, 38229356, 38696034, 39192350]"
NCT02831894,[37086054]
NCT02831998,[32131912]
NCT02832037,[33610228]
NCT02832232,"[28870191, 33076707]"
NCT02832336,[32215834]
NCT02832375,[31164116]
NCT02832544,[36036525]
NCT02832570,"[28225505, 31152977]"
NCT02832648,[33842907]
NCT02832765,[29357902]
NCT02832830,"[28253920, 30061275, 30376859]"
NCT02832973,[29433578]
NCT02833480,[35740433]
NCT02833805,"[32343796, 37084383]"
NCT02833844,"[32234462, 35025817]"
NCT02833948,[31733182]
NCT02834260,[34426402]
NCT02834312,[38241059]
NCT02834364,[36608320]
NCT02834416,"[30352568, 37976654]"
NCT02834559,[30012187]
NCT02834793,[39576191]
NCT02834936,[37296463]
NCT02835339,[33156201]
NCT02835534,"[28928186, 37265385]"
NCT02835742,[31483963]
NCT02835846,[32791124]
NCT02835924,[36335783]
NCT02836002,"[29482720, 31146732]"
NCT02836236,"[34221918, 37771546]"
NCT02836249,"[34221918, 37771546]"
NCT02836496,"[35493455, 35568330, 36091012, 37064032]"
NCT02836678,[38877464]
NCT02836704,"[29873004, 34286454]"
NCT02836899,[31278097]
NCT02837198,[31734820]
NCT02837952,[33821768]
NCT02838121,[28532408]
NCT02838134,"[28259181, 30920983, 32107359, 34879862]"
NCT02838420,"[30981696, 39282663]"
NCT02838589,[36636739]
NCT02838628,[33196758]
NCT02839200,"[31953863, 37477771, 37526060]"
NCT02839330,[35455245]
NCT02839408,[33413320]
NCT02839421,[34790237]
NCT02839538,[28562733]
NCT02839772,[28374907]
NCT02840097,[30376893]
NCT02840721,[34126262]
NCT02840799,[39693096]
NCT02841033,[31978210]
NCT02841228,[28630876]
NCT02841241,[30123523]
NCT02841267,[32429923]
NCT02841280,[34739197]
NCT02841579,[34763195]
NCT02841709,[32341187]
NCT02841995,[35781099]
NCT02842242,[31035291]
NCT02842567,[33060043]
NCT02842853,[32565344]
NCT02842866,[32387012]
NCT02843204,[32027620]
NCT02843594,[29669780]
NCT02843698,[30103679]
NCT02843789,[32993784]
NCT02844725,[33624798]
NCT02844816,"[35232680, 37596191]"
NCT02845063,[30916659]
NCT02845271,[31351965]
NCT02845297,[36099049]
NCT02845674,[33469259]
NCT02845843,"[29382391, 31900204, 33026741, 36307462]"
NCT02846532,[34558312]
NCT02846545,[33207093]
NCT02846662,"[33974019, 34643538, 38345934]"
NCT02846909,[32246762]
NCT02847026,"[31104832, 35961362]"
NCT02847091,[31552641]
NCT02847182,[36353577]
NCT02847338,[31791376]
NCT02847442,[32345378]
NCT02847598,"[35939578, 36069871, 37148249]"
NCT02847637,"[30157389, 33512413, 35905294, 35939785, 38783987, 39692401]"
NCT02847650,[32201505]
NCT02847754,[28359283]
NCT02848131,"[31542391, 35615688]"
NCT02848326,"[32822633, 38462625, 39648629]"
NCT02848599,[30640654]
NCT02848651,[35422531]
NCT02848729,[29214506]
NCT02848794,[29245310]
NCT02848820,[29146647]
NCT02848963,[29249041]
NCT02849080,"[32998732, 33318068, 33660198]"
NCT02849132,"[32568867, 33460002, 34843068]"
NCT02849457,[31912454]
NCT02849483,[34614204]
NCT02849587,"[35080588, 37531115]"
NCT02849626,"[31912493, 33839450, 37336055]"
NCT02849743,[37153702]
NCT02849899,[31227028]
NCT02850211,[29253346]
NCT02850406,[35451176]
NCT02850913,"[30341136, 30841858, 38754459]"
NCT02850965,[39551590]
NCT02851108,[31600221]
NCT02851303,[35705944]
NCT02851394,[31571977]
NCT02851407,[37001534]
NCT02851576,[28482908]
NCT02851745,"[31418140, 33755143]"
NCT02851797,[38508835]
NCT02852486,[34302533]
NCT02852694,"[32611737, 33492239]"
NCT02853318,"[33211063, 39638782]"
NCT02853331,"[29439857, 30779529, 33284113, 33947608, 34244116, 34800178, 35843776, 37632452]"
NCT02853474,"[29362244, 39526177]"
NCT02853929,[33612341]
NCT02854072,[37903909]
NCT02854358,[28494850]
NCT02854436,[35131040]
NCT02854605,[32115759]
NCT02854696,[28219959]
NCT02855138,[31080813]
NCT02855164,"[35779659, 37450086]"
NCT02855203,"[33490707, 34953600]"
NCT02855294,[28805601]
NCT02856555,"[29705265, 30059671]"
NCT02856594,"[29678977, 36590787]"
NCT02856802,"[29878341, 30877622]"
NCT02857257,[31594647]
NCT02857660,"[29523089, 29675640]"
NCT02857842,"[28810909, 33046053]"
NCT02858037,"[32920652, 33539762]"
NCT02858076,"[33320223, 33956075, 37972038]"
NCT02858492,[33726834]
NCT02858505,[27894198]
NCT02858895,"[33863808, 36640127]"
NCT02858908,[32942085]
NCT02859012,[34315722]
NCT02859142,[35244704]
NCT02859311,"[30429050, 34119469]"
NCT02859454,"[31053174, 34462327]"
NCT02859558,[33382405]
NCT02859727,"[37797893, 38593221, 39673396]"
NCT02859792,[36662869]
NCT02859909,[36448274]
NCT02860039,[37800415]
NCT02860546,[33544407]
NCT02860819,[34052929]
NCT02861014,[34748672]
NCT02861131,[32139135]
NCT02861261,[33024120]
NCT02861417,[37611156]
NCT02861534,"[29032136, 32222134, 32458378, 33039447, 33185650, 34216757, 34217593, 34407626, 34432985, 35656822, 35791083, 36049817, 37137660, 37331690, 37417824, 37503602, 37565973, 37671551, 38363272, 38916717, 38934967]"
NCT02862171,"[33539761, 36345569]"
NCT02862236,[30382352]
NCT02862249,[30772848]
NCT02862314,[34636974]
NCT02862327,[30777900]
NCT02863328,"[32998732, 35064550, 36056351, 37178435]"
NCT02863354,"[31078541, 31472160, 31917731, 32584384, 32829304, 33827861, 34803132]"
NCT02863419,"[32998732, 33660198, 37775297]"
NCT02863471,[34131821]
NCT02863718,[34758069]
NCT02864030,[36307826]
NCT02864147,[38592381]
NCT02864251,[38252907]
NCT02864381,[34893523]
NCT02864394,[37141294]
NCT02864602,[31711605]
NCT02864875,[34755760]
NCT02864901,[32558314]
NCT02864927,[33439463]
NCT02864953,[39577921]
NCT02864992,"[32557976, 33569305, 35771259, 37270698, 37944528, 38492157, 38575731]"
NCT02865031,[30128605]
NCT02865174,[33511201]
NCT02865642,[33032615]
NCT02865720,[32435020]
NCT02865733,[34430604]
NCT02865811,[32771276]
NCT02866006,[38605958]
NCT02866071,[32790539]
NCT02866175,"[31492505, 33098470]"
NCT02866227,[30184181]
NCT02866383,"[35476508, 37744345, 38838501]"
NCT02866747,[37196069]
NCT02866838,"[37466000, 38264861]"
NCT02866942,[31642899]
NCT02867020,"[31122212, 34655838]"
NCT02867072,[27582784]
NCT02867124,[28011389]
NCT02867241,"[32408551, 34021353]"
NCT02867566,[33751401]
NCT02867709,"[31742631, 33608814, 34874514, 35468729, 36125279]"
NCT02867761,[36066078]
NCT02867813,[36031810]
NCT02867839,[28536493]
NCT02867956,"[30082170, 33012286]"
NCT02868034,[29866131]
NCT02868099,[37601010]
NCT02868229,[33272965]
NCT02868281,[33892217]
NCT02868385,"[30547750, 32196506, 36548444]"
NCT02869009,"[30637134, 38466274, 39248249]"
NCT02869347,[32171721]
NCT02869438,[32110060]
NCT02869789,[36725084]
NCT02870205,[30910440]
NCT02870283,[28832750]
NCT02870309,[30416054]
NCT02870348,[35970714]
NCT02870764,[29262859]
NCT02870790,"[29394918, 30343026, 34217426, 35352102]"
NCT02870829,[32899022]
NCT02870920,"[32379280, 39631846]"
NCT02870972,"[30044938, 36408587]"
NCT02871206,[38077624]
NCT02871297,[39240359]
NCT02871635,"[34388360, 39551590]"
NCT02871791,[38503755]
NCT02871804,"[29996884, 33656542]"
NCT02871882,[32344198]
NCT02871908,[28057659]
NCT02872038,[31331757]
NCT02872090,[36272353]
NCT02872103,[38103088]
NCT02872116,"[34102137, 35088231, 37223263]"
NCT02872649,[28500254]
NCT02872714,"[37956738, 38039831]"
NCT02872753,[39425245]
NCT02873026,"[36849205, 39680515]"
NCT02873195,[35179586]
NCT02873208,"[34015555, 39234619]"
NCT02873221,"[34874514, 35977836]"
NCT02873286,[32726422]
NCT02873559,[29500160]
NCT02873936,"[31334793, 33274687, 34740884, 34980223, 35365828, 36205910, 37747626, 38057656, 38479751, 38782549, 38985247, 39506562]"
NCT02874014,"[34722810, 36427645, 39672515]"
NCT02874742,"[32325490, 33606004, 36111391, 38622840, 38649340, 38977707]"
NCT02874794,"[31475296, 35115085, 35560696]"
NCT02874846,[33244711]
NCT02875301,"[36733279, 39749255]"
NCT02875366,[33358691]
NCT02875639,[39175547]
NCT02875873,"[28651514, 34375394, 34547081, 36888820]"
NCT02875886,[31996411]
NCT02876107,"[29748602, 39558017]"
NCT02876302,[38297352]
NCT02876328,"[33485369, 36516078, 37967326, 39227399]"
NCT02876354,[28592319]
NCT02876679,[38374026]
NCT02876835,"[34739196, 36565721]"
NCT02876900,[33326711]
NCT02877134,[36939629]
NCT02877615,"[32014032, 32085836]"
NCT02877901,[30946525]
NCT02877927,"[31367742, 31474458, 31861009, 33326848, 33458763, 35776862, 39461915]"
NCT02878278,[36740715]
NCT02878330,"[32726528, 37468530, 38921800]"
NCT02878603,[36138517]
NCT02878772,[28691141]
NCT02878798,[37870862]
NCT02878837,[30777901]
NCT02878876,[29070042]
NCT02879006,[33310179]
NCT02879162,[39737219]
NCT02879305,"[33744933, 34739194, 36565721, 36739866]"
NCT02879318,[36028483]
NCT02879526,[37839894]
NCT02879617,[38192592]
NCT02879760,[30538968]
NCT02879994,[29874546]
NCT02880280,[33813517]
NCT02880371,[35302585]
NCT02880956,[36730056]
NCT02880982,[38599800]
NCT02881957,[31518978]
NCT02882100,"[32882710, 33400778, 36951196]"
NCT02882308,[33714009]
NCT02882984,[38801945]
NCT02883023,[29138199]
NCT02883049,"[35870472, 36725118]"
NCT02883179,[29334290]
NCT02884206,[33063249]
NCT02884245,[39008826]
NCT02884297,[31511289]
NCT02884310,[29189318]
NCT02884453,"[28830912, 34280258]"
NCT02884635,[32075475]
NCT02884817,[29216779]
NCT02884908,[38113919]
NCT02885597,"[29558967, 39707138]"
NCT02885610,[38129117]
NCT02885636,"[30582447, 31609443]"
NCT02885948,[29284510]
NCT02886143,[31732771]
NCT02886559,[32873343]
NCT02886728,"[33452004, 34385364, 34740884, 34980223, 35365828, 36205910, 36327094, 37747626, 38057656, 38479751, 38782549, 38985247, 39506562]"
NCT02886884,[37279578]
NCT02887183,"[29754651, 31475295, 33016100, 33189630, 33189632, 33309581, 33998243, 35115085, 36103292, 36229089, 36456072, 36599549, 37401523]"
NCT02887469,"[28356136, 33104189]"
NCT02887677,[33277990]
NCT02888041,[31915047]
NCT02888106,"[38340811, 39648559]"
NCT02888574,"[28416501, 33112417]"
NCT02888665,[32910151]
NCT02888756,[31208472]
NCT02889302,[31937586]
NCT02889393,[35871951]
NCT02889796,"[33504485, 34740884, 34980223, 35365828, 35920102, 36205910, 36209441, 36327094, 37490202, 37747626, 38057656, 38479751, 38782549, 38985247, 39331638, 39506562, 39592547]"
NCT02889809,[37728224]
NCT02890173,"[31786983, 33165570]"
NCT02890745,[28490557]
NCT02890992,[32331936]
NCT02891161,[36822667]
NCT02891226,"[34748774, 37993033]"
NCT02891395,[36624161]
NCT02891447,"[32556731, 36348206]"
NCT02891603,"[33753457, 39046783]"
NCT02891798,[34730810]
NCT02891824,[37643382]
NCT02891850,"[31206240, 33773120, 38852934]"
NCT02891915,"[35040920, 35249113]"
NCT02892019,[37682405]
NCT02892357,[34119741]
NCT02892422,[36115192]
NCT02892708,[36242578]
NCT02892916,[38710325]
NCT02893254,[38229357]
NCT02893332,[35094066]
NCT02893358,[39091669]
NCT02893930,[36264382]
NCT02894008,[33781913]
NCT02894398,[39551040]
NCT02894684,[33358119]
NCT02894710,"[30987664, 35852564]"
NCT02894957,[35877930]
NCT02895100,[34474038]
NCT02895113,[28625368]
NCT02895360,[36792805]
NCT02895659,[31060591]
NCT02895945,[38317504]
NCT02896127,"[32925287, 34618347, 35305260]"
NCT02896192,"[33137293, 35123544, 35528826]"
NCT02896205,[31813058]
NCT02896296,"[35287034, 36111991, 37657559]"
NCT02896400,[29287665]
NCT02896582,[38669626]
NCT02896842,[36015302]
NCT02896855,"[32564260, 36463547]"
NCT02897076,[35988568]
NCT02897479,"[34166627, 35543963, 36339926]"
NCT02898454,"[31543428, 33226139, 33465455, 33548517, 33611847, 33847325, 33993501, 34037993, 34437720, 34850966, 34954123, 35034364, 35548056, 35743736, 36721661, 37026112, 37096015, 37322842, 37453138, 37548085, 38156522, 38250137, 38880251, 39151476, 39300794, 39343385, 39618256]"
NCT02898506,[35797241]
NCT02898610,"[38505729, 38857611, 39632722]"
NCT02899000,[29537444]
NCT02899169,"[31898521, 39506905]"
NCT02899195,[34750557]
NCT02899299,"[33206991, 35124183, 35367910, 37845696]"
NCT02899364,[34534493]
NCT02899455,[29150250]
NCT02899507,[27987397]
NCT02899611,[32395709]
NCT02899793,"[33932502, 34875107, 36301137]"
NCT02899962,"[32950546, 32965655, 34130573, 34339017, 35297108]"
NCT02899988,[30734266]
NCT02900131,[28403910]
NCT02900443,[38101756]
NCT02900976,[38163318]
NCT02901249,[28832750]
NCT02901288,[28629333]
NCT02901301,"[36224176, 37634629]"
NCT02901431,[35793101]
NCT02901899,[35671108]
NCT02901977,"[27885499, 30244381]"
NCT02902055,[35101098]
NCT02902653,[30621614]
NCT02902770,[30770244]
NCT02902965,[31883396]
NCT02903121,[32649493]
NCT02903368,[33683939]
NCT02903511,[34391872]
NCT02903966,[34389633]
NCT02904031,"[29370781, 37535876]"
NCT02904538,[29630032]
NCT02904564,[37011024]
NCT02904824,[29760737]
NCT02904954,"[34015311, 38114518]"
NCT02905006,[29609013]
NCT02905149,[30640653]
NCT02905331,[37906417]
NCT02905539,[32654663]
NCT02905799,"[28965100, 39137167]"
NCT02905864,"[31061017, 32165240, 33471039]"
NCT02906020,"[34897099, 37050861, 37479372]"
NCT02906202,[31362654]
NCT02906644,[31589323]
NCT02906670,[35113285]
NCT02906709,[33512755]
NCT02906917,[35044568]
NCT02906930,"[30993900, 32998732, 36056351]"
NCT02907216,[30785851]
NCT02907554,[29665840]
NCT02907567,[33559354]
NCT02907619,[32522498]
NCT02907632,[34693501]
NCT02907918,[36609389]
NCT02908087,[35797241]
NCT02908217,[36125471]
NCT02908620,[28943117]
NCT02908672,"[35131452, 36460017, 36653848]"
NCT02908685,"[34942136, 36735057, 37148485]"
NCT02908711,[36189733]
NCT02908906,[35298698]
NCT02909400,[30058726]
NCT02909439,[32405975]
NCT02909478,[35747189]
NCT02909933,[28143456]
NCT02910089,[30939143]
NCT02910219,"[27692565, 36280642]"
NCT02910401,[35031416]
NCT02910466,"[32738041, 35974422, 36018496, 38086524]"
NCT02910583,"[34618601, 35196370, 37315225]"
NCT02910778,[29288055]
NCT02911766,[28821290]
NCT02911818,[30902750]
NCT02911935,"[37621674, 38237675]"
NCT02911948,[31760599]
NCT02912260,"[31727409, 33860116, 34329774, 37786277]"
NCT02912468,"[31543428, 33465455, 33548517, 33611847, 33847325, 34437720, 34850966, 35034364, 35548056, 35743736, 36721661, 37016622, 37026112, 37096015, 37453138, 37548085, 38156522, 38250137, 39300794, 39343385, 39618256]"
NCT02912650,[33821768]
NCT02912754,"[30696950, 30843659]"
NCT02912793,[37670901]
NCT02912988,[35365197]
NCT02913157,"[33410109, 38157653]"
NCT02913261,"[29316837, 32320566, 36827620]"
NCT02913326,"[29775170, 31479105, 32972315, 33724104]"
NCT02913482,"[33626251, 34320287, 35906608, 36244364, 37148485, 38705943]"
NCT02913664,[30826452]
NCT02914184,[32365189]
NCT02914275,[30057283]
NCT02914366,[30738426]
NCT02914522,"[34090625, 35263963, 36006011, 36113491, 36756874, 36928705, 36946138, 37540206, 37718932, 38019901, 39452892, 39656830]"
NCT02914561,[39637881]
NCT02914652,[30233808]
NCT02914691,[35998283]
NCT02914769,[29903051]
NCT02915016,"[30282622, 34895272, 38916429]"
NCT02915302,[30395011]
NCT02915354,[28785857]
NCT02915432,"[31236579, 33613701]"
NCT02915705,"[31104833, 33484279, 39151033]"
NCT02915744,"[28612225, 31074641, 35552364]"
NCT02915783,[33867192]
NCT02915835,[31481106]
NCT02916160,[34102018]
NCT02916173,[32173633]
NCT02916511,[36750858]
NCT02916602,[28939406]
NCT02916771,"[38699307, 39753553]"
NCT02916862,[39413989]
NCT02917772,"[37844597, 38927991]"
NCT02917928,"[28864708, 38004228, 39599686, 39770949]"
NCT02917941,[34599726]
NCT02918071,[31695439]
NCT02918097,[28832750]
NCT02918110,[33947349]
NCT02918162,[37856106]
NCT02918279,"[32233338, 37264767]"
NCT02918318,"[34696742, 35596932]"
NCT02918877,[31151474]
NCT02918968,[35475157]
NCT02919111,"[34529005, 37482512]"
NCT02919306,"[32235883, 35275599]"
NCT02919501,[31094901]
